track_popularity,playlist_name,danceability,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
78,56,0.56,3,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013.0
56,56,0.389,4,0,0.137,0.017,0.0,0.101,0.27,169.539,191808.0
19,56,0.671,2,0,0.0568,0.101,0.0,0.29,0.533,144.981,191922.0
50,56,0.58,4,0,0.036,0.00287,0.000202,0.134,0.27,126.013,201735.0
65,56,0.582,0,1,0.0365,0.00754,2.1e-06,0.818,0.468,100.025,261373.0
46,56,0.537,8,0,0.0341,0.00866,1.41e-05,0.279,0.235,89.935,265973.0
56,56,0.827,6,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,234773.0
67,56,0.545,9,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386.0
57,56,0.603,6,1,0.0947,0.00189,0.000445,0.317,0.588,133.97,163627.0
61,56,0.743,2,1,0.0352,0.00705,0.00753,0.0565,0.726,122.975,231897.0
54,56,0.585,8,1,0.0286,0.0824,2.57e-06,0.0996,0.337,100.045,199222.0
52,56,0.568,7,1,0.0462,0.0054,0.0,0.162,0.409,125.04,191640.0
63,56,0.67,1,1,0.0454,0.0392,0.0,0.225,0.713,117.01,192040.0
48,56,0.418,7,1,0.122,0.000567,0.0,0.122,0.238,94.927,189181.0
61,56,0.675,1,0,0.21,0.033,1.3e-05,0.0311,0.593,168.039,190547.0
33,56,0.604,5,1,0.146,0.0693,0.0,0.07,0.419,180.097,202667.0
35,56,0.548,11,1,0.057,0.0105,0.0,0.274,0.581,96.01,217200.0
45,56,0.553,3,1,0.0916,0.252,7.17e-05,0.121,0.415,171.983,210784.0
57,56,0.612,10,0,0.047,0.000478,0.0,0.0672,0.886,118.989,216253.0
52,56,0.513,9,1,0.0503,0.000151,0.0203,0.303,0.52,145.01,237453.0
47,56,0.312,0,1,0.0615,0.0251,1.05e-05,0.186,0.82,176.745,202200.0
46,56,0.69,6,1,0.0555,0.162,0.0,0.0718,0.931,148.024,183468.0
39,56,0.612,9,1,0.0492,0.0015,0.0,0.117,0.803,120.001,203267.0
34,56,0.567,0,1,0.0281,9.6e-05,0.248,0.394,0.158,93.996,205587.0
53,56,0.523,1,1,0.0349,0.00491,0.0,0.322,0.371,100.0,233333.0
47,56,0.452,0,1,0.0526,0.000469,0.000644,0.138,0.676,97.083,221618.0
27,56,0.67,0,1,0.0299,0.00901,0.0,0.419,0.652,101.855,191573.0
61,56,0.68,11,0,0.0482,0.0505,0.00132,0.109,0.523,106.994,213120.0
40,56,0.543,1,0,0.102,0.00015,0.85,0.0921,0.387,147.901,129730.0
38,56,0.548,3,1,0.0458,0.00037,0.000599,0.0854,0.552,118.986,225464.0
65,56,0.613,9,1,0.0263,0.00652,0.0,0.0976,0.509,110.978,230773.0
51,56,0.554,2,1,0.0411,0.00438,2.58e-06,0.764,0.522,116.076,195240.0
29,56,0.586,7,1,0.114,0.178,2.7e-05,0.133,0.646,104.925,228571.0
54,56,0.769,7,1,0.191,0.255,0.0,0.0964,0.485,110.032,183280.0
63,56,0.76,3,1,0.0411,0.231,0.0027,0.0728,0.797,140.022,204067.0
48,56,0.309,2,1,0.0771,0.0136,0.0,0.0454,0.454,111.614,257076.0
65,56,0.656,5,0,0.0765,0.0789,0.0,0.133,0.438,95.974,215781.0
51,56,0.553,4,1,0.111,0.0449,0.0,0.101,0.629,104.988,254572.0
56,56,0.585,11,0,0.0995,0.00601,8.2e-05,0.0865,0.283,101.987,221747.0
50,56,0.717,9,0,0.053,0.0906,9.51e-06,0.115,0.382,112.01,208606.0
50,56,0.64,5,0,0.13,0.276,0.0,0.126,0.37,97.864,189185.0
4,56,0.693,5,0,0.0565,0.00219,1.29e-05,0.163,0.828,131.967,213222.0
52,56,0.692,6,1,0.0374,0.141,0.0,0.061,0.944,107.229,172307.0
77,8,0.573,0,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227.0
14,8,0.666,1,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893.0
73,8,0.632,5,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414.0
66,8,0.786,0,1,0.141,0.00758,0.0,0.619,0.345,105.021,215160.0
3,8,0.693,1,1,0.192,0.0398,0.0,0.186,0.663,85.026,218480.0
13,8,0.724,4,1,0.0962,0.409,0.0,0.105,0.524,99.898,181880.0
22,8,0.459,9,1,0.0785,0.453,0.0,0.307,0.581,113.901,212424.0
12,8,0.658,7,0,0.0536,0.141,0.0,0.189,0.789,98.024,202213.0
60,8,0.602,5,1,0.0545,0.0186,0.0,0.148,0.424,96.044,189347.0
4,8,0.393,3,1,0.06,0.0238,2.95e-06,0.0951,0.544,99.188,241360.0
63,8,0.586,0,1,0.0416,0.00823,0.0028,0.348,0.486,120.017,223082.0
77,8,0.819,4,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,219160.0
85,8,0.748,8,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0
8,8,0.774,0,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002,246240.0
55,8,0.711,7,0,0.0374,0.183,0.0287,0.122,0.389,104.912,188849.0
21,8,0.476,8,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,205947.0
52,8,0.795,8,1,0.0425,0.0266,1.2e-05,0.0805,0.608,115.009,177596.0
51,8,0.617,4,1,0.0567,0.0139,0.0,0.0897,0.564,125.898,218631.0
70,8,0.662,0,1,0.0307,0.097,0.00272,0.115,0.296,90.0,194080.0
55,8,0.483,4,1,0.0618,0.017,1.94e-05,0.209,0.572,153.054,252560.0
42,8,0.574,4,1,0.0476,0.42,0.000189,0.146,0.232,108.005,195653.0
45,8,0.599,5,1,0.136,0.0936,0.0,0.0888,0.394,100.014,186120.0
52,8,0.569,11,1,0.123,0.564,0.0,0.294,0.603,160.014,198012.0
22,8,0.436,2,1,0.0617,0.000861,0.74,0.128,0.537,152.644,183093.0
47,8,0.674,5,1,0.0474,0.000395,0.00203,0.0696,0.287,124.048,208138.0
62,8,0.603,5,1,0.124,0.0184,0.0,0.156,0.318,110.125,228253.0
33,8,0.634,11,1,0.0842,0.236,1.19e-05,0.0444,0.706,133.917,200827.0
50,8,0.643,7,1,0.031,0.00212,0.0,0.391,0.356,105.027,205812.0
66,8,0.689,0,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573.0
41,8,0.603,11,0,0.0677,0.0089,0.0584,0.632,0.688,172.175,209616.0
38,8,0.731,7,0,0.0356,0.0295,4.56e-06,0.171,0.601,120.968,160009.0
56,8,0.51,0,1,0.171,0.00451,0.0,0.138,0.209,102.42,228361.0
61,8,0.55,3,0,0.094,0.0498,0.0,0.207,0.408,99.904,224487.0
43,8,0.6,4,1,0.0433,0.0157,0.0,0.243,0.437,124.082,213223.0
39,8,0.648,4,1,0.0667,0.0441,0.0,0.127,0.581,87.969,226973.0
66,8,0.708,5,0,0.234,0.00104,0.0803,0.227,0.545,127.96,203133.0
42,8,0.617,4,0,0.034,0.226,1.23e-06,0.108,0.361,145.058,233587.0
37,8,0.48,2,1,0.0582,0.0645,0.0,0.263,0.369,129.9,182973.0
4,8,0.945,10,1,0.492,0.303,0.0,0.131,0.743,120.058,209747.0
9,8,0.787,1,1,0.0512,0.0615,0.0,0.0656,0.807,133.107,187733.0
59,8,0.646,9,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960.0
51,8,0.634,7,1,0.0408,0.254,0.000418,0.262,0.285,104.982,195414.0
14,8,0.623,0,0,0.0416,0.0561,0.0,0.0855,0.366,95.878,220291.0
57,8,0.55,11,1,0.0723,0.149,1.7e-05,0.355,0.35,95.977,211875.0
11,8,0.777,7,1,0.0792,0.356,0.0,0.0956,0.444,100.054,214480.0
68,8,0.67,0,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041.0
15,8,0.744,6,0,0.0507,0.0435,0.0,0.194,0.36,114.965,174933.0
11,8,0.616,8,1,0.202,0.866,0.0,0.108,0.519,78.27,196947.0
4,8,0.564,8,1,0.0342,0.00262,0.0,0.324,0.362,144.971,197793.0
61,8,0.501,9,1,0.0696,0.028,1.26e-05,0.153,0.191,163.834,225200.0
51,8,0.793,2,1,0.0813,0.0687,0.0,0.0663,0.813,108.007,188889.0
8,8,0.757,11,1,0.0324,0.174,0.0,0.105,0.682,119.959,180402.0
9,8,0.681,1,0,0.0787,0.0992,0.0,0.35,0.267,102.924,162425.0
55,8,0.561,8,1,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504.0
63,8,0.596,2,1,0.0401,0.0153,0.0,0.318,0.228,99.98,238387.0
28,8,0.398,7,1,0.0417,0.131,0.0,0.251,0.427,143.621,204267.0
78,8,0.579,6,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613.0
50,8,0.641,6,1,0.0465,0.0032,0.0,0.106,0.834,150.03,204435.0
48,8,0.368,5,1,0.172,0.0516,0.0,0.141,0.69,88.493,230580.0
52,8,0.604,1,0,0.248,0.0684,5.15e-05,0.356,0.444,131.544,141420.0
0,8,0.712,9,1,0.0542,0.0682,0.0,0.253,0.872,150.095,193301.0
51,8,0.73,1,1,0.0837,0.00362,0.0,0.0642,0.56,127.026,237827.0
4,8,0.596,5,1,0.0775,0.21,0.0,0.0938,0.547,124.914,178560.0
58,8,0.696,6,1,0.0329,0.0773,0.0,0.0587,0.636,123.007,201254.0
47,8,0.55,4,0,0.0363,0.016,0.00013,0.344,0.531,84.637,187360.0
38,8,0.77,1,0,0.1,0.256,1.26e-06,0.309,0.964,150.035,188867.0
75,8,0.276,0,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0
64,8,0.741,1,0,0.0886,0.02,0.0,0.0828,0.706,108.029,188493.0
43,8,0.711,6,1,0.0697,0.0872,2.79e-05,0.0807,0.34,125.995,264133.0
60,8,0.599,10,1,0.0523,0.002,1.49e-06,0.117,0.121,128.041,229947.0
53,8,0.706,9,0,0.0308,0.0538,0.465,0.281,0.81,100.002,230053.0
0,8,0.817,8,1,0.0497,0.0299,0.00183,0.0956,0.404,91.971,266413.0
59,8,0.706,1,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133.0
40,8,0.745,9,1,0.129,0.522,0.0,0.154,0.699,143.164,181154.0
19,8,0.585,3,1,0.0396,0.0227,5.6e-06,0.0692,0.393,122.987,231453.0
1,8,0.365,7,0,0.0498,0.00231,0.0,0.117,0.204,94.669,205133.0
50,8,0.593,1,0,0.0959,0.0784,0.0,0.286,0.523,91.964,208000.0
77,8,0.449,5,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719.0
78,8,0.484,1,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0
65,8,0.735,4,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,258933.0
58,8,0.406,8,0,0.114,0.00685,5.2e-06,0.0805,0.457,160.007,256500.0
47,8,0.381,1,0,0.0326,0.00457,0.0,0.0877,0.104,75.004,201600.0
59,8,0.552,6,0,0.0807,0.00361,0.0,0.43,0.488,159.915,282000.0
3,8,0.564,0,1,0.055,0.439,0.0,0.163,0.26,119.907,233337.0
49,8,0.643,5,0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,224272.0
69,8,0.688,9,1,0.13,0.063,0.0,0.108,0.854,186.066,192253.0
73,8,0.617,0,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,217603.0
54,8,0.765,11,0,0.0829,0.0175,0.0,0.345,0.553,91.998,213147.0
58,8,0.768,0,0,0.0252,0.469,0.0,0.0391,0.788,102.075,212267.0
1,8,0.68,10,1,0.0441,0.0217,0.0,0.125,0.501,74.0,214787.0
34,8,0.703,9,1,0.0444,0.0538,0.0,0.0589,0.373,110.043,204510.0
47,8,0.609,11,0,0.0989,0.25,0.0,0.641,0.523,75.892,220947.0
17,8,0.314,9,1,0.37,0.157,0.000108,0.067,0.159,179.666,175517.0
18,8,0.528,2,1,0.16,0.0761,0.0,0.133,0.581,148.018,208026.0
76,8,0.735,0,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200.0
0,8,0.712,7,0,0.298,0.0441,0.0,0.185,0.508,94.928,234988.0
70,8,0.657,2,1,0.274,0.141,0.0,0.178,0.543,181.994,202221.0
69,60,0.698,6,1,0.0331,0.454,0.0,0.0922,0.516,101.979,172907.0
57,60,0.586,8,1,0.0337,0.0147,0.00565,0.0844,0.625,93.027,223913.0
73,60,0.78,2,1,0.0488,0.332,0.0,0.238,0.639,92.107,148987.0
74,60,0.666,7,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878.0
67,60,0.849,6,0,0.291,0.443,0.000141,0.0786,0.282,101.015,165618.0
50,60,0.47,10,1,0.0783,0.393,0.041,0.117,0.219,83.856,204213.0
65,60,0.389,7,1,0.0323,0.698,0.0,0.0966,0.125,89.32,247347.0
63,60,0.774,11,1,0.0896,0.443,3.28e-05,0.127,0.648,90.055,191935.0
73,60,0.681,11,1,0.0483,0.743,0.0,0.0974,0.162,64.002,191002.0
62,60,0.662,8,1,0.0582,0.0623,0.0,0.0931,0.613,136.998,187013.0
61,60,0.596,10,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0,206394.0
55,60,0.648,0,1,0.0335,0.0609,4.41e-06,0.104,0.556,105.03,242035.0
76,60,0.783,7,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400.0
67,60,0.781,8,1,0.0296,0.0649,0.0,0.293,0.91,109.915,197147.0
70,60,0.734,0,1,0.185,0.28,0.0,0.12,0.256,101.943,183853.0
75,60,0.495,8,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773.0
76,60,0.673,2,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0
76,108,0.826,2,1,0.0921,0.00502,1.09e-05,0.294,0.168,97.053,235497.0
64,108,0.625,1,0,0.0491,0.0609,0.0,0.27,0.37,95.895,221320.0
77,108,0.675,0,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0
68,108,0.792,1,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987.0
67,108,0.294,3,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893.0
5,108,0.703,10,0,0.123,0.137,0.0,0.192,0.79,95.031,198947.0
87,108,0.737,8,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227.0
62,108,0.906,5,0,0.0718,0.0909,0.0,0.152,0.751,104.03,159753.0
25,108,0.645,5,0,0.0339,0.0323,0.0,0.29,0.534,123.07,203000.0
70,108,0.607,4,0,0.172,0.0829,0.0,0.105,0.219,108.05,189401.0
80,108,0.601,6,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905.0
39,108,0.591,7,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653.0
85,108,0.77,8,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523.0
68,108,0.696,3,1,0.044,0.175,0.0,0.122,0.601,126.025,194755.0
79,108,0.713,10,1,0.374,0.255,0.0,0.106,0.425,105.027,201200.0
93,108,0.759,9,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960.0
36,108,0.797,11,1,0.0439,0.0202,0.0,0.0726,0.164,115.036,222621.0
40,108,0.878,6,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0
90,108,0.798,6,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947.0
33,108,0.844,11,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038.0
83,108,0.682,6,1,0.0435,0.0737,0.0,0.353,0.607,130.089,183027.0
56,108,0.722,10,0,0.0342,0.187,8.96e-06,0.125,0.255,110.065,234293.0
84,108,0.692,2,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800.0
29,108,0.614,0,1,0.0702,0.0291,0.0,0.112,0.657,182.123,193040.0
85,108,0.645,11,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773.0
9,108,0.781,8,1,0.0385,0.534,0.0,0.152,0.564,104.987,198286.0
77,108,0.552,0,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000.0
70,108,0.757,5,0,0.0536,0.173,0.0,0.0878,0.826,150.036,228207.0
59,108,0.739,11,0,0.0418,0.091,0.0,0.0516,0.547,104.016,181615.0
83,108,0.762,9,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0
30,108,0.725,1,0,0.323,0.578,0.0,0.0884,0.319,70.142,178640.0
76,108,0.44,11,1,0.0326,0.129,0.0,0.121,0.327,128.133,207095.0
88,108,0.76,2,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040.0
23,108,0.51,3,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747.0
82,108,0.866,11,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440.0
17,108,0.672,0,1,0.0767,0.0342,6.67e-06,0.0921,0.463,100.069,219387.0
45,108,0.628,11,0,0.0596,0.0364,0.0,0.104,0.321,106.93,215064.0
72,108,0.635,0,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500.0
83,108,0.626,9,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621.0
12,108,0.736,11,1,0.047,0.00632,0.00577,0.106,0.712,117.016,231847.0
75,108,0.652,7,0,0.036,0.293,0.0,0.0722,0.475,114.033,193377.0
68,108,0.708,6,1,0.0431,0.0313,0.0,0.122,0.72,124.994,202999.0
74,108,0.845,1,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853.0
60,108,0.667,5,1,0.0353,0.000354,0.0,0.0867,0.761,130.01,216160.0
74,108,0.649,3,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747.0
77,108,0.72,1,1,0.0582,0.0921,0.0,0.694,0.723,124.043,229360.0
80,108,0.63,11,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519.0
69,108,0.755,10,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080.0
79,108,0.747,3,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760.0
76,108,0.69,1,1,0.032,0.323,0.0,0.203,0.669,106.066,194408.0
80,108,0.737,11,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653.0
85,108,0.791,9,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847.0
74,108,0.611,6,0,0.0553,0.124,0.0,0.124,0.13,105.969,221904.0
60,108,0.723,7,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561.0
69,108,0.576,6,0,0.0296,0.00778,0.0,0.285,0.355,141.153,224031.0
77,108,0.703,7,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613.0
77,108,0.532,7,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,189385.0
64,108,0.698,4,0,0.0863,0.127,0.0,0.15,0.445,106.083,200105.0
78,108,0.706,0,0,0.0909,0.26,0.0,0.38,0.749,150.035,199387.0
67,108,0.58,9,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,240000.0
84,108,0.806,9,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973.0
79,108,0.7,1,1,0.0434,0.127,0.0,0.0941,0.631,111.939,182920.0
43,108,0.824,6,0,0.0969,0.693,0.000158,0.178,0.54,98.074,209755.0
87,108,0.693,8,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267.0
91,108,0.843,2,1,0.0845,0.181,0.0,0.137,0.496,129.972,160627.0
86,108,0.563,10,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596.0
89,108,0.668,5,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011.0
51,108,0.715,4,0,0.114,0.11,0.0,0.123,0.412,158.087,173325.0
97,108,0.794,11,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290.0
51,108,0.58,5,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960.0
83,108,0.383,3,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773.0
71,108,0.736,4,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320.0
82,108,0.456,1,1,0.077,0.0244,0.0,0.21,0.313,116.719,189132.0
94,108,0.724,8,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746.0
76,108,0.413,9,1,0.0466,0.162,0.0,0.323,0.532,103.391,218808.0
69,108,0.69,8,1,0.231,0.837,9.48e-05,0.121,0.522,62.619,80407.0
98,108,0.513,1,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573.0
91,108,0.816,2,1,0.226,0.133,0.0,0.0692,0.715,96.493,131607.0
88,108,0.676,8,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0
88,108,0.838,5,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590.0
67,96,0.785,0,0,0.25,0.696,1.45e-05,0.142,0.513,143.099,216284.0
51,96,0.694,1,1,0.0534,0.0901,0.000109,0.144,0.112,119.933,165000.0
66,96,0.543,2,1,0.0697,0.285,2.6e-05,0.155,0.183,142.851,218587.0
62,96,0.554,5,1,0.0334,3.34e-05,0.826,0.0912,0.0656,117.932,153430.0
53,96,0.511,5,0,0.174,0.0336,0.0,0.349,0.621,138.014,229565.0
63,96,0.338,4,1,0.11,0.786,3.93e-06,0.819,0.203,89.15,270677.0
58,96,0.77,9,1,0.0382,0.061,3.73e-05,0.162,0.381,105.036,218545.0
61,96,0.421,8,1,0.124,3.81e-06,0.0466,0.13,0.446,159.998,234387.0
55,96,0.651,11,1,0.0262,0.0773,1.12e-05,0.0852,0.811,109.984,178909.0
56,96,0.463,9,1,0.0323,0.0112,0.0,0.654,0.492,84.966,209227.0
57,96,0.531,8,1,0.0283,0.0243,0.0515,0.112,0.288,145.022,202478.0
62,96,0.926,6,1,0.0471,0.37,7.78e-05,0.158,0.335,128.003,166667.0
72,96,0.542,0,1,0.0305,0.817,0.0,0.109,0.274,141.917,245267.0
50,96,0.754,8,1,0.0331,0.00158,0.035,0.137,0.627,95.987,191176.0
62,96,0.611,9,1,0.0352,0.715,0.0,0.257,0.326,117.285,142051.0
66,96,0.636,2,1,0.04,0.815,0.0,0.111,0.239,142.016,163547.0
54,96,0.643,9,1,0.0467,0.852,0.0,0.0679,0.379,97.807,179972.0
67,96,0.514,4,1,0.0298,0.142,0.0,0.0868,0.342,125.99,185005.0
51,96,0.614,10,1,0.0375,0.451,5.03e-05,0.134,0.478,117.056,207179.0
56,96,0.568,6,1,0.0473,0.0059,4.64e-05,0.104,0.654,118.98,202687.0
59,96,0.632,11,0,0.0396,0.000873,0.000525,0.0553,0.339,123.966,178067.0
56,96,0.542,9,0,0.0276,0.363,0.0,0.108,0.24,114.041,221640.0
48,96,0.616,1,1,0.0442,0.022,0.0,0.35,0.234,133.94,192683.0
45,96,0.692,8,1,0.0424,0.485,0.113,0.159,0.233,116.983,223590.0
57,96,0.41,4,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448.0
57,96,0.557,7,1,0.0315,0.339,0.0,0.0867,0.354,110.291,173218.0
57,96,0.685,4,0,0.0945,0.297,0.0234,0.182,0.281,107.992,182852.0
54,96,0.608,5,0,0.0341,0.522,0.118,0.11,0.145,138.058,208744.0
48,96,0.585,5,1,0.0262,0.00445,0.551,0.0876,0.883,119.999,274351.0
44,96,0.478,8,1,0.0347,0.304,0.00318,0.0753,0.0875,89.851,253792.0
50,96,0.242,7,0,0.0505,0.0976,1.72e-05,0.122,0.321,198.732,204360.0
57,96,0.692,7,1,0.106,0.548,0.0,0.0978,0.278,119.949,145625.0
58,96,0.652,6,0,0.0369,0.112,0.592,0.102,0.0399,122.024,237978.0
52,96,0.581,10,0,0.0578,0.00435,0.0,0.381,0.917,99.984,187630.0
48,96,0.821,10,0,0.16,0.187,7.02e-05,0.111,0.603,82.475,138909.0
52,96,0.395,11,0,0.0303,0.841,7.08e-05,0.0927,0.32,90.542,272366.0
50,96,0.518,5,0,0.158,0.0783,0.0,0.152,0.69,91.982,204946.0
57,96,0.564,5,0,0.0541,0.11,0.0,0.155,0.505,150.004,181332.0
55,96,0.633,0,1,0.0386,0.831,3.04e-05,0.114,0.57,127.853,165015.0
49,96,0.59,11,1,0.105,0.33,2.95e-05,0.0888,0.595,86.758,245080.0
49,96,0.88,5,0,0.0327,0.201,3.57e-05,0.0772,0.981,119.985,173195.0
48,96,0.698,1,1,0.0399,0.189,0.00168,0.164,0.509,99.999,173667.0
9,96,0.76,5,0,0.134,0.0159,0.0506,0.151,0.49,123.063,179279.0
49,96,0.676,9,0,0.0428,0.1,0.254,0.326,0.688,123.018,253444.0
40,96,0.767,2,0,0.0374,0.0192,0.561,0.106,0.339,120.001,215967.0
47,96,0.55,10,1,0.0306,0.72,0.0,0.165,0.369,94.806,164153.0
47,96,0.44,2,1,0.213,0.047,3.12e-05,0.111,0.33,97.391,207500.0
47,96,0.697,11,1,0.169,0.121,0.0,0.111,0.49,161.988,154259.0
44,96,0.938,0,0,0.146,0.217,0.00114,0.131,0.91,133.99,209250.0
34,96,0.731,6,1,0.049,0.938,0.00785,0.189,0.445,100.982,155821.0
48,96,0.496,9,1,0.184,0.11,0.0,0.25,0.384,150.071,170400.0
51,96,0.736,1,1,0.0306,0.399,7.24e-06,0.117,0.509,98.001,162442.0
50,96,0.689,6,1,0.0962,0.000209,1.26e-05,0.0978,0.589,105.001,172453.0
55,96,0.783,8,1,0.0839,0.0802,1.43e-05,0.2,0.616,156.028,164615.0
52,96,0.637,4,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351.0
48,96,0.766,0,1,0.0276,0.827,0.00837,0.191,0.583,87.988,201883.0
46,96,0.729,4,0,0.112,0.481,2.08e-05,0.0985,0.491,87.066,222276.0
68,96,0.761,7,1,0.026,0.0696,0.0,0.0784,0.875,100.022,200400.0
49,96,0.681,9,1,0.0738,0.345,0.0,0.097,0.78,123.872,159986.0
44,96,0.73,10,1,0.0338,0.916,0.0,0.0951,0.27,120.04,319018.0
63,96,0.919,9,0,0.0774,0.0839,1.1e-05,0.052,0.675,100.997,162947.0
45,96,0.723,9,0,0.215,0.268,1.25e-05,0.107,0.387,77.99,190772.0
52,96,0.623,6,1,0.0388,0.731,0.0,0.098,0.647,159.965,149974.0
49,96,0.485,4,1,0.0292,0.837,1.52e-05,0.0935,0.188,111.662,247547.0
46,96,0.44,0,0,0.079,0.0357,0.000136,0.0587,0.5,93.353,188107.0
37,96,0.696,11,0,0.0556,0.446,0.0,0.128,0.422,91.978,168424.0
47,96,0.712,8,0,0.0429,0.796,0.0,0.115,0.502,93.008,203238.0
54,96,0.528,2,1,0.0282,0.0029,0.0,0.291,0.0845,102.951,235267.0
47,96,0.318,10,0,0.0696,0.699,0.0,0.127,0.591,183.039,186120.0
49,96,0.731,2,1,0.119,0.293,0.0,0.11,0.652,92.935,149692.0
49,96,0.727,6,1,0.0322,0.225,0.0,0.101,0.754,121.958,177848.0
41,96,0.446,1,0,0.0494,0.779,0.0,0.0885,0.237,89.297,200904.0
38,96,0.752,2,1,0.0312,0.536,0.0108,0.128,0.426,140.809,192340.0
49,96,0.603,8,1,0.0358,0.0117,0.75,0.0941,0.561,94.991,195000.0
40,96,0.737,5,1,0.274,0.27,0.0,0.0808,0.751,173.987,177731.0
50,96,0.594,10,1,0.0327,0.846,1.31e-05,0.122,0.345,89.675,259167.0
38,96,0.521,9,1,0.0287,0.564,0.00223,0.0918,0.156,104.892,204629.0
41,96,0.486,4,1,0.029,0.691,0.0,0.085,0.0869,127.536,206102.0
41,96,0.461,10,1,0.0372,0.111,0.0,0.376,0.127,114.075,191250.0
42,96,0.783,1,1,0.0312,0.305,1.08e-06,0.123,0.446,101.998,193625.0
38,96,0.609,9,1,0.0365,0.0332,0.00439,0.11,0.264,85.016,160941.0
41,96,0.587,10,1,0.0596,0.0375,0.0,0.215,0.685,172.205,235639.0
65,96,0.501,1,1,0.0484,0.885,0.0,0.111,0.356,112.275,228443.0
